Group,Time,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
DRUG,292.4,1034.23,1465.06,1327.23,1236.77,934.12,1074.51,1040.84,888.57,960.83,1132.59,968.24,914.32,1093.09,887.3,1407.28,882.3,1072.97,1127.36,946.7,921.67,1070.21,997.97,1154.25,1693.22,818.99,952.94,1046.52,1238.58,1192.68,836.91,973.61,904.68,1103.98,1109.69,1003.85,1093.73,1330.12,875.72,1138.92,1086.81,926.41,1057.43,1066.66,1086.6,906.99,959.86,1014.03,964.91,1183.42,1008.95,872.82,1076.29,1383.6,1092.68,1187.59,1330.75,1017.74,1113.99,1086.99,971.05,866.65,793.99,843.5,1260.85,1070.4,1338.95,807.21,947.48,1207.47,1033.05,1007.02,973.01,1030.55,937.2,1310.8,933.13,793.55,804.98,970.76,1069.18,1157.85,889.08,1191.13,1690.91,1134.07,969.62,953.77,889.11,928.25,953.4,1045.6,1044.73,1112.82,1082.95,913.44,967.44,1435.58,940.99,958.72,1005.88
DRUG,292.5,1038.0,1562.99,1236.55,1234.08,940.33,1100.22,1005.93,866.03,981.49,1060.73,958.35,913.65,1123.47,860.84,1399.22,895.51,1112.55,1111.57,991.31,968.22,1098.1,994.4,1131.68,1633.49,846.98,962.71,1043.76,1228.12,1162.41,837.8,967.29,889.12,1057.4,1132.26,1045.46,1137.43,1282.26,862.78,1123.45,1118.78,918.27,1012.08,1055.2,1088.0,926.55,943.81,1022.95,1009.47,1203.23,1023.2,915.18,1049.53,1359.15,1040.74,1174.68,1301.68,1020.15,1097.87,1061.85,991.54,903.36,813.51,915.65,1338.5,1116.22,1376.39,828.37,967.82,1187.17,1008.51,1006.82,974.89,1037.27,941.66,1253.05,902.61,816.84,797.45,964.02,1030.65,1128.83,1244.91,1222.03,1630.82,1135.48,937.46,908.57,917.77,892.59,966.75,1073.88,983.45,1087.37,1049.38,880.16,949.41,1414.23,888.93,936.44,1015.39
DRUG,292.6,1014.51,1570.1,1235.87,1280.23,951.94,1080.37,985.03,909.34,985.2,1117.06,969.42,906.59,1110.57,877.65,1364.34,882.58,1062.19,1099.59,924.98,915.94,1128.36,1003.56,1134.58,1587.16,846.45,970.73,1039.59,1285.54,1138.95,800.54,945.58,891.43,1096.82,1106.66,1071.72,1109.83,1247.11,854.33,1100.1,1112.83,918.28,1014.0,1033.65,1102.36,893.01,986.6,978.92,1007.57,1205.2,1013.55,908.34,1017.99,1322.53,1070.89,1159.81,1269.16,985.85,1131.12,1065.79,996.18,1178.57,819.99,914.21,1334.99,1080.2,1359.96,809.65,984.31,1170.47,1056.34,996.42,958.15,1009.8,942.39,1262.8,897.44,853.37,829.72,997.2,1052.57,1144.9,1309.43,1234.43,1637.13,1082.72,974.1,948.07,930.41,911.85,962.88,1049.69,994.17,1055.63,1067.5,930.45,956.87,1387.31,911.69,905.25,981.23
DRUG,292.7,1039.85,1490.0,1231.82,1253.73,939.32,1121.67,938.85,918.85,924.59,1065.04,910.16,932.67,1078.99,875.2,1279.34,885.99,1086.37,1092.65,1160.13,975.21,1123.78,1061.44,1128.4,1533.02,814.72,956.0,1012.65,1202.9,1203.73,832.85,922.52,899.14,1095.4,1122.85,1048.97,1082.52,1225.57,856.79,1165.47,1091.51,883.23,990.42,1066.2,1118.21,908.27,924.84,973.97,1010.97,1174.77,1020.37,878.77,1055.96,1317.06,1060.2,1146.94,1224.69,999.92,1121.7,1010.75,987.89,1221.75,827.18,885.53,1304.4,1097.72,1268.19,816.18,954.18,1132.68,1018.1,1034.01,936.66,1013.83,963.49,1245.33,901.38,793.84,799.39,978.81,1026.57,1139.72,1331.27,1182.86,1573.79,1100.42,985.64,946.47,916.36,907.66,922.95,1067.29,1000.45,1101.26,1067.76,883.56,915.17,1346.14,911.61,918.47,1039.51
DRUG,292.8,1035.87,1451.69,1226.26,1227.31,911.55,1095.89,929.12,1216.12,978.5,1078.77,919.79,914.01,1082.44,889.91,1271.79,905.21,1069.76,1083.0,1214.27,941.96,1122.14,1034.35,1176.86,1524.34,814.21,951.86,1049.76,1283.13,1175.49,839.77,934.18,875.21,1100.01,1117.57,1029.25,1087.41,1195.06,877.09,1119.26,1047.06,920.42,953.62,1026.36,1093.03,913.21,951.25,970.35,988.16,1143.21,1015.22,908.86,1007.71,1298.66,969.67,1147.0,1234.03,996.89,1121.59,978.93,964.35,1217.82,792.12,869.54,1270.71,1064.35,1279.58,811.48,926.09,1118.71,1028.49,984.39,965.93,1045.19,993.5,1250.04,863.23,820.82,799.04,955.79,1038.46,1129.65,1279.69,1198.45,1497.97,1128.93,948.82,944.74,911.98,871.51,957.65,1098.42,1008.72,1079.04,1052.57,880.65,954.41,1307.75,893.25,918.62,976.51
DRUG,292.9,1001.2,1414.77,1210.44,1256.77,941.76,1115.74,920.87,1316.82,940.79,1090.37,982.36,934.43,1093.72,860.79,1289.7,883.32,1118.34,1069.08,1190.46,929.75,1110.14,1016.64,1130.1,1478.99,830.17,942.38,1037.81,1553.37,1190.23,847.02,969.52,874.08,1036.7,1103.47,1011.25,1070.08,1223.8,823.48,1127.86,1117.45,870.73,996.02,1030.59,1096.22,861.53,948.25,952.05,982.09,1159.1,986.78,918.32,1007.12,1252.7,1000.24,1186.34,1165.43,1019.42,1144.27,984.92,1001.73,1189.26,815.77,889.31,1201.63,1036.6,1290.25,802.06,905.43,1141.15,1072.74,986.57,930.04,1030.61,956.74,1271.03,919.9,813.01,795.27,952.13,1069.21,1109.99,1235.28,1203.99,1488.01,1131.13,938.91,931.6,891.79,884.54,992.59,1072.47,997.99,1077.98,1084.81,914.41,956.72,1268.71,913.7,950.98,1008.54
DRUG,293.0,1036.34,1355.31,1188.52,1303.7,915.8,1119.12,885.57,1286.84,941.7,1091.79,946.5,892.26,1063.42,860.28,1219.03,860.74,1088.7,1046.13,1217.3,927.52,1087.83,1053.0,1134.0,1412.86,861.77,981.09,1034.07,1686.27,1146.35,842.39,964.55,868.87,1060.52,1072.33,1018.55,1076.33,1148.13,869.57,1130.18,1124.57,918.96,951.87,1029.12,1103.53,905.6,978.47,964.71,995.13,1191.93,1017.6,900.35,987.65,1257.05,987.31,1142.52,1191.87,995.32,1121.36,963.03,969.47,1154.07,832.14,912.38,1170.56,1079.8,1285.09,816.01,860.33,1086.85,1028.0,984.0,1298.44,1015.35,1005.8,1222.32,924.98,832.35,1089.52,1280.34,1039.17,1119.62,1226.23,1212.11,1480.23,1092.25,983.22,932.46,930.21,916.38,953.43,1043.75,1007.6,1105.8,1061.4,931.58,932.6,1249.06,925.07,927.58,1009.75
DRUG,293.1,1043.21,1334.19,1153.8,1248.0,896.36,1115.56,928.34,1285.95,952.37,1094.53,963.34,901.96,1055.28,816.47,1198.5,889.61,1050.17,1040.71,1200.86,936.62,1115.27,1038.04,1112.83,1464.57,812.24,931.37,1018.14,1627.48,1167.4,820.49,963.3,886.23,1117.75,1090.24,1029.63,1069.5,1118.24,849.99,1110.58,1109.79,939.46,974.27,1041.86,1072.22,1216.91,960.76,971.64,997.06,1133.79,1036.75,918.89,1003.14,1222.7,982.11,1176.74,1171.34,1002.76,1114.37,940.12,1027.74,1123.61,827.3,867.96,1134.79,1081.21,1260.69,817.7,850.86,1104.61,1019.03,971.4,1334.16,1016.43,991.61,1265.26,864.81,816.75,1165.02,1308.34,1030.11,1128.56,1163.99,1205.67,1461.68,1132.03,969.59,971.59,934.66,900.17,967.79,1070.52,996.02,1111.46,1057.65,872.8,964.4,1231.48,900.57,908.27,990.62
DRUG,293.2,1003.34,1270.77,1159.36,1241.16,949.39,1036.77,892.59,1233.62,945.82,1113.49,941.28,904.1,1038.27,860.03,1163.51,863.14,1065.63,1049.7,1134.96,966.09,1065.47,1019.5,1114.94,1385.99,843.72,972.99,1019.43,1642.2,1150.05,854.0,966.89,892.93,1044.57,1067.52,1040.12,1044.54,1133.25,872.71,1089.27,1106.78,884.3,1385.81,1015.36,1093.56,1302.56,948.64,939.54,1028.14,1154.72,1041.83,892.54,1062.45,1226.92,1007.5,1193.15,1185.61,1511.32,1125.12,929.9,993.22,1063.55,819.62,885.43,1137.42,1083.92,1243.34,798.18,808.87,1086.56,1039.88,1327.4,1376.86,1005.11,909.96,1286.83,907.33,833.93,1170.93,1346.9,1036.23,1102.03,1155.87,1207.23,1417.29,1134.1,928.78,950.21,901.97,909.54,967.34,1080.08,966.02,1091.63,1087.93,890.43,948.98,1209.19,889.48,952.47,988.41
DRUG,293.3,1042.46,1305.42,1161.47,1295.69,968.37,1133.93,898.52,1198.85,959.44,1108.59,968.55,897.49,1074.67,877.92,1159.63,888.79,1065.95,1017.93,1151.14,956.69,1159.49,1037.85,1079.85,1361.53,838.33,928.62,1038.36,1595.75,1129.74,853.13,984.74,890.96,1061.39,1113.69,1034.46,1064.25,1108.49,893.75,1136.49,1066.83,901.84,1462.57,1022.14,1080.92,1309.12,960.06,922.5,991.07,1168.24,1033.13,932.74,1010.79,1205.92,973.85,1182.06,1140.83,1561.3,1143.08,929.26,981.24,1067.19,824.29,936.4,1144.6,1038.15,1224.17,781.77,789.81,1054.54,1083.8,1376.74,1288.48,1000.49,985.1,1247.0,888.49,802.81,1118.62,1266.95,1033.69,1117.13,1139.58,1193.47,1396.6,1120.11,964.16,941.48,905.73,915.63,976.12,1043.57,989.04,1112.53,1048.07,906.57,973.55,1197.18,861.43,949.56,1028.36
DRUG,293.4,1019.25,1225.55,1133.39,1219.47,927.95,1079.0,868.2,1129.94,918.12,1090.36,953.35,884.6,1039.33,844.85,1162.08,882.56,1073.79,1001.57,1112.52,967.08,1092.32,1030.82,1099.78,1341.31,846.09,913.79,1014.85,1547.4,1154.03,849.44,966.91,905.02,1107.16,1078.56,1013.46,1106.57,1104.24,839.62,1120.51,1087.6,920.48,1444.73,1047.5,1078.22,1246.68,940.09,960.27,1027.51,1159.99,997.03,1199.58,1002.7,1191.64,920.96,1170.11,1102.76,1543.23,1157.62,903.28,1017.42,1034.72,825.8,901.34,1104.34,1056.11,1256.18,840.87,778.97,1056.79,1020.19,1364.45,1302.24,1044.89,945.39,1228.7,915.45,800.57,1056.8,1246.7,1032.58,1151.28,1103.12,1240.44,1345.29,1141.85,950.23,936.8,912.43,919.64,988.3,1066.51,998.05,1106.24,1074.46,914.25,959.34,1150.53,908.28,953.88,978.69
DRUG,293.5,997.23,1213.26,1173.43,1254.7,915.3,1117.57,879.05,1128.91,952.97,1089.54,986.07,862.13,1037.68,831.94,1134.93,868.73,1077.07,1023.98,1074.47,978.19,1615.89,1062.9,1131.28,1336.12,840.59,960.19,1028.16,1488.04,1130.62,834.47,913.97,910.43,1079.37,1094.87,1000.84,1087.1,1073.66,864.54,1089.11,1073.19,905.27,1386.08,1062.39,1041.03,1199.77,962.33,913.56,984.33,1132.07,995.72,1216.01,1003.3,1169.33,944.3,1161.85,1105.3,1495.58,1151.34,909.08,989.73,1004.49,833.71,891.4,1078.05,1038.28,1201.5,810.93,750.9,1040.49,1017.19,1353.32,1225.58,1028.3,987.12,1291.41,871.03,810.96,1044.84,1264.1,993.14,1141.95,1053.13,1230.01,1358.51,1092.23,958.0,932.56,921.76,893.43,950.99,1056.74,995.5,1110.14,1062.17,901.66,919.94,1175.51,929.89,913.82,1017.75
DRUG,293.6,1003.19,1224.28,1133.23,1258.1,941.89,1105.97,849.71,1071.79,940.47,1065.98,948.89,902.07,1038.91,883.43,1122.08,880.64,1086.72,1013.02,1048.7,958.67,1715.63,1017.88,1097.62,1277.53,843.0,933.86,1038.09,1457.4,1121.56,821.52,983.55,894.37,1119.82,1131.25,1039.87,1112.84,1062.51,861.69,1097.73,1089.17,909.86,1350.94,1036.15,1066.6,1165.17,907.86,952.86,1025.34,1158.89,986.5,1264.35,1044.88,1170.98,962.57,1158.46,1131.9,1428.15,1104.39,932.69,1009.19,977.8,810.1,910.68,1111.76,1067.33,1212.77,816.05,737.35,1012.3,1049.23,1280.57,1172.75,1001.26,950.62,1270.69,871.23,821.81,1016.72,1165.95,1007.42,1128.55,1057.31,1194.69,1285.16,1137.62,963.04,935.35,906.2,922.61,957.65,1069.34,993.01,1076.31,1093.82,878.91,941.1,1111.25,917.53,978.6,1004.8
DRUG,293.7,1006.1,1219.07,1167.93,1215.71,907.64,1074.57,853.14,1048.17,936.83,1072.44,957.36,930.05,1035.47,882.41,1074.69,869.47,1069.01,1016.66,1074.17,953.33,1663.92,1045.84,1096.14,1320.17,822.17,959.43,1046.16,1465.09,1135.83,840.86,964.77,922.76,1079.2,1069.17,1027.44,1104.57,1062.37,865.96,1129.94,1085.53,903.61,1238.83,1015.51,1114.71,1132.52,961.72,947.47,1004.21,1188.87,1035.55,1248.6,1006.01,1115.29,925.48,1126.59,1047.49,1370.63,1136.09,879.85,963.21,987.77,838.58,895.15,1057.37,1045.4,1204.18,835.1,753.0,1008.0,1085.95,1245.22,1210.78,1016.86,960.94,1229.67,926.07,830.39,994.94,1153.56,1063.99,1103.45,1028.22,1209.53,1293.22,1109.16,967.99,925.37,906.31,910.0,968.87,1043.65,975.66,1087.63,1060.32,890.51,979.89,1125.22,917.77,935.62,1013.67
DRUG,293.8,1034.79,1176.25,1103.72,1259.72,982.46,1103.63,847.31,1046.57,955.17,1103.38,949.65,881.46,1012.78,877.23,1107.05,1049.2,1101.52,1005.38,1038.35,972.24,1638.33,1040.35,1093.27,1281.43,846.81,903.67,1075.03,1380.63,1098.62,845.34,965.4,861.48,1102.02,1099.78,1061.44,1069.39,1032.96,878.19,1109.86,1103.52,939.96,1229.1,1001.37,1067.17,1069.02,982.94,899.43,994.69,1188.11,983.09,1160.8,995.77,1153.74,932.94,1145.72,1082.58,1348.02,1119.62,865.0,994.3,939.76,803.45,899.5,1047.47,1032.51,1227.89,790.1,736.91,1005.56,1061.98,1204.75,1155.92,1038.08,970.64,1241.2,898.96,812.75,994.56,1133.18,1096.4,1157.74,1010.37,1219.34,1356.55,1095.31,962.94,933.54,916.29,925.11,954.17,1054.08,1015.69,1067.48,1030.2,885.18,919.08,1116.43,907.3,929.02,977.66
DRUG,293.9,1013.97,1152.16,1136.6,1284.15,939.05,1104.19,816.41,1045.55,937.85,1093.9,998.82,904.34,1014.49,1181.72,1095.48,1097.09,1093.02,1036.84,984.8,1380.83,1554.12,1050.29,1119.29,1256.43,832.23,919.33,1033.68,1419.52,1094.71,840.79,965.18,911.38,1122.02,1126.1,1059.52,1074.5,1075.48,891.51,1152.19,1111.91,907.23,1243.47,1021.64,1097.54,1070.05,997.85,866.51,1231.74,1168.61,1041.95,1163.01,1002.11,1137.73,905.91,1175.44,1088.49,1299.54,1099.83,871.97,971.75,938.28,838.26,859.02,1006.93,1059.76,1199.12,794.4,696.89,987.45,1087.89,1207.3,1166.04,1060.76,953.4,1280.71,918.04,820.05,978.15,1150.68,1081.73,1127.13,1038.46,1214.38,1324.21,1112.09,966.97,925.64,887.99,897.25,975.73,1046.9,973.16,1070.34,1085.2,880.31,932.52,1110.59,901.31,938.18,1021.52
DRUG,294.0,1453.04,1151.04,1104.78,1208.63,936.82,1129.21,847.72,980.16,935.96,1082.98,944.26,896.67,1011.47,1263.93,1125.18,1107.67,1106.89,948.95,1000.39,1446.11,1502.72,1003.72,1036.67,1298.02,855.4,967.04,1051.74,1402.09,1122.25,836.07,969.93,885.13,1065.64,1152.79,1034.52,1111.16,1046.23,877.25,1123.65,1071.58,1255.35,1174.75,1046.78,1124.32,1031.62,973.35,911.48,1351.13,1194.17,1030.58,1100.97,1039.01,1128.34,923.47,1225.19,1050.75,1268.83,1122.01,864.83,950.21,966.08,837.33,930.44,1037.8,1031.15,1268.03,815.46,724.34,963.83,1054.33,1166.52,1099.53,994.78,943.31,1250.84,901.48,798.19,933.43,1110.81,1078.3,1158.56,981.05,1243.69,1277.53,1098.69,965.12,962.68,915.19,928.48,942.88,1068.9,1005.84,1088.07,1062.38,884.99,971.44,1093.27,904.69,933.82,992.78
DRUG,294.1,1525.87,1071.52,1099.57,1251.72,950.69,1046.02,840.04,1000.25,916.31,1102.53,970.66,906.21,1049.26,1252.17,1037.69,1098.16,1072.43,980.26,1014.24,1470.34,1501.03,1052.89,1069.87,1286.91,824.53,931.11,1017.36,1341.35,1089.92,845.17,920.04,908.3,1085.31,1087.12,1025.65,1086.59,1036.95,1103.7,1141.26,1095.47,1334.22,1167.08,1021.04,1045.76,988.44,962.72,864.78,1317.78,1140.62,1026.2,1086.69,1005.75,1103.14,921.41,1180.26,1041.71,1285.75,1106.61,841.72,989.88,930.16,779.65,882.32,1022.38,1011.5,1200.74,840.77,718.3,1016.85,1037.32,1134.57,1120.45,1030.93,958.9,1257.29,935.45,832.33,939.24,1060.46,1039.54,1131.02,991.26,1251.04,1270.12,1078.61,991.95,915.07,927.41,899.72,971.5,1086.19,1016.84,1092.49,1064.12,875.06,928.66,1098.23,881.83,958.91,1012.03
DRUG,294.2,1535.89,1110.37,1131.22,1288.95,928.36,1090.51,837.43,972.24,950.73,1079.11,934.26,892.08,1007.79,1235.44,1087.34,1066.44,1073.1,978.31,1009.21,1396.35,1410.15,1021.43,1129.08,1294.71,856.72,957.11,1033.8,1305.81,1091.11,849.3,935.41,874.3,1108.78,1119.84,1024.57,1094.43,1034.59,1131.04,1095.54,1089.47,1348.49,1109.44,1058.69,1052.73,1005.03,958.82,893.37,1275.19,1207.22,1006.25,1075.63,1028.99,1115.45,928.88,1097.02,1076.18,1215.78,1113.84,862.06,950.98,920.76,821.58,922.5,1007.05,1059.06,1239.17,806.52,707.25,958.72,1081.15,1110.2,1092.31,986.95,943.76,1236.23,905.93,799.1,899.19,1106.68,1456.99,1128.97,985.61,1197.94,1244.52,1116.64,963.87,962.32,901.86,917.27,953.89,1109.75,989.68,1082.5,1049.99,914.81,907.96,1110.35,897.8,936.56,977.09
DRUG,294.3,1464.94,1129.95,1149.97,1258.4,921.84,1113.78,826.42,975.1,916.58,1107.94,946.59,871.09,1012.41,1181.81,1060.27,1064.59,1125.22,982.96,1004.56,1322.12,1362.73,1021.84,1078.12,1217.09,863.54,929.73,998.52,1316.51,1115.43,819.63,953.53,869.57,1075.99,1121.79,1034.1,1096.14,1001.93,1125.38,1135.97,1130.9,1309.36,1102.4,1065.14,1096.21,921.11,972.82,912.87,1273.43,1164.37,1026.54,1020.64,1021.66,1144.77,913.95,1171.58,1068.56,1202.72,1125.26,866.19,1001.47,914.84,839.97,911.04,997.61,1008.4,1211.66,831.9,716.85,976.31,1016.38,1082.65,1030.88,1030.75,957.04,1190.63,890.54,811.33,917.09,1044.38,1555.48,1083.38,999.04,1186.97,1265.63,1109.77,918.05,916.96,922.89,926.72,919.38,1111.98,971.78,1096.98,1102.81,919.94,958.95,1059.96,952.08,944.74,958.06
DRUG,294.4,1426.49,1091.1,1106.01,1245.62,974.43,1110.74,828.22,947.0,942.01,1064.32,950.55,887.61,1034.77,1148.71,1058.02,1008.01,1041.2,994.09,994.3,1305.22,1396.44,984.78,1121.59,1270.69,849.84,954.19,1016.14,1286.39,1127.48,846.32,984.65,860.75,1115.7,1043.06,1024.03,1056.63,1013.14,1111.21,1109.51,1086.91,1240.56,1049.94,1045.25,1063.61,946.08,991.67,905.6,1225.8,1151.28,1002.23,1050.65,978.73,1104.42,942.57,1163.9,1079.05,1182.48,1143.04,843.04,955.66,933.31,804.71,878.65,975.85,1027.09,1200.5,784.66,703.89,959.58,1010.11,1047.71,1027.77,996.94,971.85,1263.97,890.29,816.76,910.58,1067.51,1534.87,1135.67,979.47,1200.87,1279.71,1085.13,881.42,936.61,921.75,937.01,969.95,1102.49,991.71,1111.51,1465.33,902.61,973.88,1114.94,943.89,982.51,1002.61
DRUG,294.5,1405.03,1122.88,1138.24,1268.76,916.37,1137.54,848.32,938.73,940.43,1079.13,944.24,926.81,1045.28,1071.46,1061.53,1012.58,1075.53,968.62,951.67,1286.1,1310.57,1027.06,1119.72,1196.09,819.08,916.94,1037.68,1324.16,1090.62,804.76,980.11,890.08,1072.01,1116.92,1020.51,1071.17,1010.78,1065.24,1103.14,1106.12,1238.22,1045.82,1056.9,1087.6,901.62,956.33,894.25,1203.69,1143.4,1028.26,1008.34,1006.14,1086.3,933.8,1170.78,1079.42,1148.19,1092.35,882.51,1001.43,886.87,1001.98,883.98,993.78,1022.37,1179.16,851.51,683.07,970.05,1013.74,1015.65,1058.89,1044.15,948.27,1237.56,899.3,808.41,905.7,1031.73,1494.41,1098.19,942.81,1227.65,1221.63,1102.21,953.16,925.33,901.22,898.85,966.7,1057.13,984.78,1125.01,1521.67,883.06,948.05,1076.51,934.54,943.33,1030.01
DRUG,294.6,1363.13,1481.42,1113.07,1270.27,946.51,1117.12,857.13,951.12,927.57,1037.52,955.58,901.64,1042.49,1067.79,1052.78,1020.23,1071.26,945.34,975.97,1249.82,1278.62,1010.39,1115.63,1270.66,836.96,925.41,1089.71,1323.88,1084.97,841.4,929.6,875.37,1071.91,1073.08,1031.35,1098.44,1008.06,1077.7,1190.03,1130.91,1164.12,1037.74,1024.14,1080.46,1233.86,964.09,885.22,1165.13,1175.04,1009.34,993.57,1038.25,1110.93,906.96,1156.73,1035.7,1129.02,1132.01,869.31,983.97,887.14,1046.69,873.48,1007.05,1023.97,1195.82,825.59,696.6,981.97,1029.12,1047.18,1050.97,1013.29,949.6,1279.4,896.77,841.95,865.88,1029.29,1426.74,1148.55,934.37,1227.92,1279.62,1107.58,993.6,924.75,922.6,884.27,962.96,1061.58,1214.68,1090.32,1495.05,895.14,922.4,1075.75,912.21,917.43,1004.49
DRUG,294.7,1300.64,1523.16,1115.9,1285.15,937.47,1115.76,791.35,937.57,918.96,1087.5,990.59,898.24,1019.77,1033.82,1029.54,975.37,1064.54,976.21,976.94,1175.12,1256.58,1035.04,1055.16,1244.63,858.6,945.15,1000.67,1299.91,1093.12,847.02,952.59,852.49,1075.7,1094.06,1038.69,1083.6,1035.85,1022.95,1116.63,1119.63,1125.65,1050.26,1077.49,1075.83,1315.52,944.12,895.77,1179.18,1158.59,1014.59,994.25,1011.61,1100.36,907.67,1186.87,1065.27,1133.26,1093.36,839.98,978.7,917.76,1049.7,864.06,967.37,1025.11,1226.87,836.05,696.02,964.17,1042.48,1040.83,1040.66,988.55,958.04,1235.97,898.4,815.29,875.24,1034.16,1393.2,1139.24,981.56,1207.3,1276.17,1103.13,967.18,946.09,930.97,924.83,944.82,1055.49,1290.43,1069.8,1467.65,882.86,941.82,1064.46,896.39,916.15,1010.47
DRUG,294.8,1276.49,1517.11,1111.55,1247.19,919.7,1062.03,863.14,913.37,954.3,1067.58,940.78,901.89,1008.84,1023.43,1037.14,933.1,1096.56,971.45,971.24,1156.15,1289.25,1026.57,1096.51,1249.22,870.4,920.41,1017.01,1281.88,1109.25,850.46,1016.02,900.72,1082.79,1093.34,1044.36,1093.69,1011.77,1018.0,1143.48,1083.17,1106.38,999.45,1053.28,1066.11,1266.74,947.05,906.68,1104.26,1158.65,1006.13,998.02,1036.83,1123.39,884.54,1177.31,1029.78,1130.95,1126.38,835.64,995.1,892.4,1026.93,897.84,984.18,1018.07,1147.27,855.06,686.84,974.66,1025.49,1007.66,1050.52,1025.61,954.47,1225.89,916.1,820.41,846.3,997.35,1375.95,1124.36,957.77,1229.38,1235.02,1129.82,926.99,943.26,905.31,892.29,951.84,1063.47,1295.17,1080.15,1396.5,898.75,958.06,1078.17,892.87,940.78,972.01
DRUG,294.9,1258.38,1479.84,1121.49,1276.3,905.86,1086.88,845.17,933.05,941.64,1114.58,984.47,885.86,1058.38,1030.96,1019.43,912.6,1105.82,1368.34,958.82,1150.28,1278.01,1023.22,1075.76,1266.61,829.97,928.07,998.74,1269.8,1107.79,799.89,970.44,854.57,1070.35,1096.29,1052.46,1095.33,1022.37,1016.68,1176.6,1071.24,1099.08,1080.54,1030.71,1074.79,1243.22,961.52,888.48,1139.99,1129.91,944.8,980.59,1009.41,1125.1,933.52,1185.9,1093.29,1095.79,1139.46,837.38,1260.0,879.4,1008.03,907.08,969.66,1062.24,1217.15,834.9,679.57,964.05,1000.21,957.96,1023.66,1030.7,934.6,1251.13,867.54,856.37,842.07,1004.49,1322.17,1133.76,958.81,1208.5,1220.18,1123.1,953.64,936.99,933.11,908.52,964.23,1417.44,1261.14,1076.78,1377.96,905.68,937.19,1056.78,889.23,904.94,988.92
DRUG,295.0,1220.97,1446.44,1129.36,1281.34,948.25,1084.02,845.38,895.9,933.46,1067.81,961.57,900.1,1036.11,990.37,1026.98,952.77,1063.62,1418.58,988.99,1132.94,1206.27,994.35,1060.32,1207.36,819.0,943.95,1014.89,1280.95,1119.99,849.96,968.73,911.08,1106.77,1139.57,1041.95,1081.64,1001.92,972.99,1473.63,1085.84,1050.5,1013.26,1025.49,1075.28,1189.77,964.58,873.72,1065.16,1165.29,1011.62,959.69,1048.26,1075.24,948.12,1209.07,1021.74,1094.01,1070.07,844.85,1292.23,873.87,990.19,879.3,970.51,1030.69,1179.08,829.43,695.04,965.36,1035.06,1020.53,1015.79,1025.37,953.11,1253.2,900.7,817.85,848.29,1004.96,1316.97,1118.19,943.8,1198.37,1229.2,1134.36,937.49,949.32,914.75,919.36,953.38,1492.16,1239.1,1123.31,1384.75,883.54,933.6,1055.24,937.55,969.43,987.84
DRUG,295.1,1222.28,1371.34,1108.33,1279.15,1216.04,1087.77,810.13,924.09,913.84,1073.71,983.47,915.36,1013.62,979.57,1065.59,955.59,1092.92,1426.58,968.02,1082.27,1245.69,1029.59,1066.05,1190.93,841.06,945.94,1039.18,1331.0,1113.56,850.47,960.83,884.95,1115.09,1117.43,1036.89,1136.27,990.55,957.28,1569.99,1099.66,1079.92,989.88,1026.4,1052.95,1153.01,968.35,891.46,1065.41,1171.84,1037.87,981.21,1022.52,1120.29,936.66,1169.76,1045.49,1087.59,1122.33,852.01,1272.38,889.16,995.09,898.16,978.39,1018.68,1207.11,807.75,700.89,995.17,1033.71,994.49,988.16,1034.69,960.99,1239.75,922.49,833.27,860.97,1011.32,1285.52,1114.8,918.51,1229.77,1225.13,1097.81,978.75,909.51,899.46,906.81,983.78,1503.5,1192.4,1138.25,1299.43,889.77,958.55,1050.98,901.26,933.11,1003.55
DRUG,295.2,1204.45,1301.46,1116.51,1201.19,1231.07,1095.03,851.41,904.13,922.17,1088.37,1011.21,908.26,1363.87,954.57,1023.5,939.98,1090.05,1425.36,1012.3,1077.5,1269.64,1032.03,1088.73,1195.18,840.41,976.57,1013.79,1287.15,1088.45,812.44,954.46,893.0,1082.49,1086.98,1004.07,1071.47,1034.63,961.68,1560.5,1094.6,1038.15,985.72,1034.18,1125.26,1138.51,962.17,872.92,1070.88,1181.13,1016.69,947.52,1039.77,1114.34,899.91,1167.84,1060.74,1062.75,1118.6,851.08,1275.43,849.12,934.59,873.96,948.96,1035.19,1163.13,797.74,676.06,995.86,1011.55,994.13,1012.21,1036.05,913.94,1235.78,897.0,818.36,835.16,1013.5,1229.26,1145.71,960.55,1180.4,1212.19,1069.05,968.29,973.96,907.35,899.84,976.79,1440.32,1166.92,1100.97,1280.11,909.08,950.0,1084.83,924.49,952.15,1013.28
